1	  89.07	  30.99	   1.47	  73.00	 177.50
2	  74.33	  31.40	  -0.39	 240.00	  43.00
3	  55.00	  31.46	   0.79	 480.00	 120.50
4	  83.56	  30.26	   0.10	 128.00	 429.50
5	  86.99	  28.26	   0.02	 433.50	  79.50
6	  78.32	  26.66	   0.84	 433.00	 242.50
7	  94.90	  33.82	  -1.45	 113.00	 142.00
8	  70.04	  25.14	  -0.62	 267.00	  95.00
9	  77.66	  26.98	   0.99	 400.00	 288.00
10	  94.55	  28.54	  -0.34	 234.50	 450.00
11	  58.94	  27.11	  -0.40	 320.00	 456.50
12	  52.48	  29.85	  -0.35	 279.50	 445.00
13	  70.53	  33.33	   0.82	  68.50	 357.00
14	  51.21	  25.83	  -0.40	 185.50	  66.00
15	  84.14	  32.23	  -0.43	 257.50	 101.00
16	  90.74	  31.07	   0.70	 446.00	 242.50
17	  43.15	  24.04	  -0.28	 266.00	 416.00
18	  88.75	  37.67	   0.80	  96.50	 267.00
19	  58.87	  21.28	   0.81	  35.00	 366.50
20	  25.91	  32.64	  -1.43	  83.50	 284.00
21	  82.00	  35.08	  -1.31	 189.50	 168.50
22	  56.57	  24.11	  -1.08	 159.00	 158.50
23	 157.39	  27.27	  -0.22	 365.50	  47.00
24	  82.13	  38.74	  -0.07	 332.00	  67.00
25	  65.73	  30.23	  -0.64	 340.00	 477.00
26	  86.19	  29.80	  -0.60	 223.00	  63.00
27	  62.58	  30.77	   0.83	 128.50	 341.00
28	  72.78	  23.80	  -0.83	 162.00	  90.00
29	  80.89	  28.52	   1.14	  76.50	 284.50
30	  60.06	  28.32	   1.43	 434.00	 289.00
31	  94.62	  27.14	  -0.32	 191.00	 450.00
32	  71.56	  37.74	  -0.80	 341.00	 450.00
33	  80.33	  32.75	   0.72	  68.00	 412.00
34	 104.87	  24.78	  -1.41	 107.00	 156.00
35	 100.32	  31.40	  -0.64	 272.00	  75.50
36	  99.03	  27.55	   0.93	 459.50	 255.50
37	  68.80	  40.06	  -0.79	 161.50	  63.50
38	 131.33	  33.24	   0.09	 139.00	 380.00
39	  66.19	  41.80	  -1.10	 145.50	 105.50
40	 101.89	  27.46	   0.24	 412.50	 153.50
41	  60.33	  29.46	  -0.99	 389.50	 391.50
42	  75.54	  24.67	   0.78	  52.50	 325.00
43	  94.77	  31.74	  -1.16	 166.00	 119.00
44	  58.03	  29.25	   0.32	 387.50	 159.00
45	  56.53	  28.28	   0.80	 138.50	 304.50
46	  83.70	  36.33	   0.24	 131.00	 465.50
47	  53.52	  32.56	   1.48	 422.50	 302.50
48	  41.63	  34.52	  -0.60	 416.50	 481.50
49	 118.81	  30.73	   0.18	 403.00	 199.00
50	  94.89	  31.02	  -0.64	 263.00	  83.00
51	  65.12	  29.84	  -0.98	 387.00	 419.50
52	  84.10	  28.64	   0.17	 368.50	 122.50
53	  43.88	  27.84	  -0.46	 189.00	  58.50
54	  73.22	  25.67	   0.89	  75.50	 326.00
55	  83.43	  31.38	  -0.16	 233.50	 444.00
56	  81.53	  29.83	  -0.99	 340.50	 424.00
57	  51.41	  23.27	   1.29	 449.00	 240.50
58	  62.36	  31.08	  -1.03	 387.50	 405.50
59	 103.24	  27.84	   1.21	 454.50	 323.50
60	 118.54	  35.50	  -1.50	  49.50	 137.50
61	  68.90	  37.14	  -1.00	  91.50	  98.00
62	  62.41	  29.59	   0.37	 460.50	  78.50
63	  45.96	  31.91	  -0.59	 349.00	 445.50
64	  77.22	  26.58	   0.41	  86.00	 431.50
